_id,_importdate,build_b,build_c,build_l,build_name,build_p,build_r,buitype,case_f,case_t,district,elevator,farea,fdate,landa,landa_z,location,manage,mb_area,mbuild,parea,parktype,pbuild,pprice,pu_area,rent_period,rent_service,rent_type,rmnote,rule,sb_area,sbuild,scnt,sdate,tbuild,tprice,trans_target,upnote,uprice
757,"{'date': '2026-08-19 16:01:33.377111', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣1台、熱水器,2,,有,4,透天厝,房屋,租賃,北投區,,30.86,,0,,致遠三路119巷9號,無,,,0,,住家用,0,,115/07/15至117/07/14,無,整棟(戶)出租,租賃標的：含增建或未登記建物。,無,,見其他登記事項,土地:建物:1車位:房間個數:0,1150704,002,4,,-,0
766,"{'date': '2026-08-19 16:01:33.383134', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,昇陽醴居,有,3,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,預售屋,士林區,,48.67,,5.41,,臺北市士林區德行東路277號,,23.84,鋼筋混凝土造,11.59,坡道平面1,住家用,295,22.21,,,,,,2.63,十六層,土地:8建物:1車位:1,1150705,021,5160,A棟A1-16F號,否,131.2
774,"{'date': '2026-08-19 16:01:33.388467', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣4台、熱水器、瓦斯或天然氣,2,,有,4,住宅大樓(11層含以上有電梯),房屋,租賃,士林區,,53.12,,0,,天母東路38之1號七樓,有,,,0,,商業用,0,,115/07/28至117/07/27,一般包租,整棟(戶)出租,,有,,七層,土地:建物:1車位:房間個數:,1150705,012,5,,否,941.27
783,"{'date': '2026-08-19 16:01:33.394471', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,熱水器、瓦斯或天然氣、傢俱,1,,有,3,公寓(無電梯),房屋,租賃,北投區,,19.69,,0,,光明路100巷11號二樓,無,,,0,,住家用,0,,115/07/15至116/07/14,社會住宅包租轉租,整棟(戶)出租,,無,,二層,土地:建物:1車位:房間個數:,1150708,002,2,,否,761.81
785,"{'date': '2026-08-19 16:01:33.395768', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,,0,,有,1,大樓(11層含以上有電梯),房地(土地+建物),買賣,士林區,有,12.61,,3.1,,後港街152號九樓之2,,,,0,,住家用,0,,,,,,,,九層,土地:1建物:1車位:,1150720,,1000,,否,79.3
790,"{'date': '2026-08-19 16:01:33.399372', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,,,,無,,,土地,買賣,北投區,無,0,,26.97,,天母段一小段0088-0000地號,,,,0,,,0,,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。與政府有關之交易：協議價購。,,,,土地:3建物:0車位:,1150720,,805,,-,29.85
800,"{'date': '2026-08-19 16:01:33.405448', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,,,,無,,,土地,買賣,士林區,無,0,,0,,百齡段五小段0009-0003地號,,,,0,,,0,,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。,,,,土地:1建物:0車位:,1150722,,0,,-,0
819,"{'date': '2026-08-19 16:01:33.417154', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,士林區,有,60.12,,9.73,,福志路27號,,,,10.5,坡道平面1,見其他登記事項,430,,,,,,,,一層,土地:1建物:1車位:1,1150401,,6668,,否,125.72
825,"{'date': '2026-08-19 16:01:33.420824', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,2,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,北投區,有,45.08,,6.1,,文林北路147號七樓,,,,13.24,坡道平面1,見其他登記事項,290,,,,,預售屋、或土地及建物分件登記案件。,,,七層,土地:1建物:1車位:1,1140220,,4177,,否,122.08
833,"{'date': '2026-08-19 16:01:33.425609', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,1,,有,3,公寓(無電梯),房屋,租賃,士林區,,23.93,,0,,社中街426巷16號三樓,無,,,0,,住家用,0,,115/08/10至116/08/09,社會住宅代管,整棟(戶)出租,其他：續租案件。,無,,三層,土地:建物:1車位:房間個數:,1150709,004,2,,否,626.83
836,"{'date': '2026-08-19 16:01:33.427511', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,冷氣2台、熱水器,,,無,,公寓(無電梯),房屋,租賃,士林區,,12.34,,0,,格致路32號,無,,,0,,見其他登記事項,0,,115/07/09至119/07/08,,,租金：含稅。,無,,見其他登記事項,土地:建物:1車位:房間個數:,1150708,002,4,,否,3484.6
844,"{'date': '2026-08-19 16:01:33.432753', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣6台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,2,,有,4,住宅大樓(11層含以上有電梯),房屋+車位,租賃,士林區,,63.69,,0,,忠義街143號十二樓,有,,,0,坡道平面1,住家用,0,,115/07/10至117/07/09,無,整棟(戶)出租,"租金：含下列其他衍生費用：管理費。1.車位坪數無法拆算
2.租金以扣除稅:10640元 健保2245元",有,,十二層,土地:建物:1車位:1房間個數:,1150708,015,9,,是,1468.28
849,"{'date': '2026-08-19 16:01:33.436155', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,北投區,有,52.41,,11.04,,北科路66號二樓,,,,7.51,坡道平面1,見其他登記事項,310,,,,,預售屋、或土地及建物分件登記案件。,,,二層,土地:1建物:1車位:1,1130413,,5368,,否,112.65
856,"{'date': '2026-08-19 16:01:33.440784', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,北投區,有,46.88,,9.68,,北科路62號五樓,,,,7.51,坡道平面1,見其他登記事項,310,,,,,預售屋、或土地及建物分件登記案件。,,,五層,土地:1建物:1車位:1,1121230,,4598,,否,108.92
864,"{'date': '2026-08-19 16:01:33.445910', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,,,華固創?園區,無,,廠辦,房地(土地+建物)+車位,預售屋,北投區,,168.81,,15.84,,臺北市北投區八仙里北投路一段11號,,82.19,見其他登記事項,22.56,坡道平面3,商業用,660,83.59,,,,,,3.03,十二層,土地:21建物:1車位:3,1150709,027,11110,A棟A5-12F號,否,71.45
868,"{'date': '2026-08-19 16:01:33.448549', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣3台、熱水器、洗衣機、電視機、冰箱、有線電視、網路、傢俱,2,,有,3,華廈(10層含以下有電梯),房屋,租賃,北投區,,43.88,,0,,吉利街341之1號,有,,,0,,商業用,0,,115/07/11至116/07/10,社會住宅代管,整棟(戶)出租,其他：續租案件。此案件租金總額為23600元，包含管理費1000元(由出租人負擔),有,,一層,土地:建物:1車位:房間個數:0,1150709,005,2,,否,515.04
869,"{'date': '2026-08-19 16:01:33.449355', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣1台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路、傢俱,2,,有,4,華廈(10層含以下有電梯),房屋,租賃,士林區,,5.75,,0,,磺溪街45號二樓,無,,,0,,住家用,0,,115/07/08至116/06/30,一般轉租,分租套房,"租賃標的：租賃建物部分範圍，且未計入共有部分面積。含800元水電光熱費，已於租金總額扣除
此為四人房型，床號1B-3",無,,二層,土地:建物:車位:房間個數:1,1150708,005,1,,否,1286.96
870,"{'date': '2026-08-19 16:01:33.450016', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,遠雄明玥,有,3,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,預售屋,北投區,,46.74,,9.94,,臺北市北投區福真路、承美路口,,22.96,鋼骨鋼筋混凝土造,7.57,坡道平面1,住家用,320,21.66,,,,,,2.13,二十四層,土地:1建物:1車位:1,1150703,027,5285,0棟A03F24號,否,126.76
878,"{'date': '2026-08-19 16:01:33.454786', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,公寓(5樓含以下無電梯),房地(土地+建物),買賣,士林區,無,43.71,,12.86,,士東路99號三樓,,,,0,,住家用,0,,,,,建築物含有：陽台外推。,,,"三層,陽臺",土地:1建物:1車位:,1150604,,3450,,否,78.93
879,"{'date': '2026-08-19 16:01:33.455324', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",3,冷氣1台、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路、傢俱,1,,有,6,公寓(無電梯),房屋,租賃,士林區,,7.54,,0,,中山北路六段157巷7號四樓,無,,,0,,住工用,0,,115/06/15至116/06/15,一般轉租,分租套房,承租人：多人共同承租，共2人。租金：含下列其他衍生費用：管理費、網路費、其他-清潔費。租賃標的：租賃建物部分範圍，且未計入共有部分面積。,無,,四層,土地:0建物:車位:房間個數:1,1150706,005,2,,否,2427.06
881,"{'date': '2026-08-19 16:01:33.456392', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,4,透天厝,房地(土地+建物),買賣,北投區,無,31.38,,18.76,,杏林三路73號,,,,0,,住家用,0,,,,,建築物含有：其他增建。,,,"一層,二層",土地:2建物:1車位:,1150504,,1386,,-,0
884,"{'date': '2026-08-19 16:01:33.458029', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,4,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,北投區,有,80.89,,9.95,,義理街29號十一樓,,,,12.11,坡道平面1,見其他登記事項,0,,,,,"與政府有關之交易：政府機關標讓售。土地價格：50,502,495元，建物價格：21,957,505元",,,十一層,土地:1建物:1車位:1,1150728,,7246,,是,89.58
907,"{'date': '2026-08-19 16:01:33.472679', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、洗衣機、電視機、冰箱、傢俱,0,,有,1,華廈(10層含以下有電梯),房屋,租賃,北投區,,10.16,,0,,中和街40號四樓之12,有,,,0,,商業用,0,,115/08/01至118/07/31,社會住宅包租轉租,獨立套房,管理費：500元，租金不含管理費，由承租人負擔。,有,,四層,土地:建物:1車位:房間個數:,1150708,008,1,,否,1181.1
922,"{'date': '2026-08-19 16:01:33.482047', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",5,冷氣1台、熱水器、電視機、冰箱、有線電視、網路、傢俱,0,,有,5,公寓(無電梯),房屋,租賃,北投區,,7.2,,0,,大度路三段301巷61之1號,無,,,0,,住家用,0,,115/07/10至116/07/09,一般代管,分租套房,租金：含下列其他衍生費用：水費、網路費、其他-MOD。承租 C房,無,,一層,土地:建物:車位:房間個數:1,1150708,004,1,,否,1111.11
932,"{'date': '2026-08-19 16:01:33.488179', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,,,,無,,,車位,買賣,士林區,有,11.93,,0,,劍潭路12號等共用部分,,,,11.93,坡道平面1,共有部分,300,,,,,僅車位交易。公設車位買賣。,,,"一層,屋頂突出物,地下一層,地下二層,地下三層,地下四層",土地:0建物:1車位:1,1150724,,300,,-,0
944,"{'date': '2026-08-19 16:01:33.495287', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣3台、熱水器、冰箱,1,,有,2,公寓(無電梯),房屋,租賃,北投區,,18.99,,7.41,,公館路117號二樓,無,,,0,,住家用,0,,115/07/15至116/07/14,無,分層出租,承租人：多人共同承租，共3人。,無,,二層,土地:1建物:1車位:房間個數:,1150707,004,2,,否,1263.82
946,"{'date': '2026-08-19 16:01:33.496651', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,1,,有,2,公寓(5樓含以下無電梯),房地(土地+建物),買賣,士林區,無,19.2,,18.3,,美崙街82巷36號,,,,0,,住家用,0,,,,,建築物含有：其他增建。,,,一層,土地:2建物:1車位:,1150422,,1980,,否,103.13
954,"{'date': '2026-08-19 16:01:33.501836', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、洗衣機、冰箱、傢俱,0,,有,1,住宅大樓(11層含以上有電梯),房屋,租賃,士林區,,10.81,,0,,重慶北路四段222號三樓之6,有,,,0,,住家用,0,,115/07/15至116/07/14,社會住宅代管,獨立套房,租賃標的：未租賃車位，建物登記含有車位面積。其他：續租案件。,有,,三層,土地:建物:1車位:房間個數:,1150703,014,2,,否,1443.11
960,"{'date': '2026-08-19 16:01:33.505526', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,公寓(5樓含以下無電梯),房地(土地+建物),買賣,北投區,無,31.23,,10.66,,大業路300巷17之1號三樓,,,,0,,住家用,0,,,,,建築物含有：陽台外推、其他增建。,,,三層,土地:1建物:1車位:,1150604,,2100,,否,67.24
981,"{'date': '2026-08-19 16:01:33.517741', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,熱水器、瓦斯或天然氣、傢俱,2,,有,3,公寓(無電梯),房屋,租賃,北投區,,34.6,,0,,大興街9巷1號四樓,無,,,0,,住家用,0,,115/07/16至116/07/15,無,整棟(戶)出租,承租人：多人共同承租，共2人。,無,,四層,土地:建物:1車位:房間個數:,1150709,005,3,,否,895.95
983,"{'date': '2026-08-19 16:01:33.518961', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、洗衣機、電視機、冰箱、傢俱,1,,有,1,華廈(10層含以下有電梯),房屋,租賃,北投區,,8.32,,0,,溫泉路71號七樓之11,有,,,0,,住家用,0,,115/07/27至116/07/26,社會住宅包租轉租,獨立套房,其他：續租案件。,有,,七層,土地:建物:1車位:房間個數:,1150707,007,1,,否,1442.31
985,"{'date': '2026-08-19 16:01:33.520229', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣2台、熱水器、洗衣機、冰箱、瓦斯或天然氣、傢俱,1,,有,1,公寓(無電梯),房屋,租賃,北投區,,10.59,,0,,清江路141巷10號,無,,,0,,住家用,0,,115/07/10至116/07/09,社會住宅包租轉租,獨立套房,,無,,一層,土地:建物:1車位:房間個數:,1150709,002,2,,否,1699.72
993,"{'date': '2026-08-19 16:01:33.524842', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,,0,,有,0,大樓(11層含以上有電梯),房地(土地+建物),買賣,北投區,有,32.5,,5,,中央南路二段12之12號二樓,,,,0,,見其他登記事項,0,,,,,,,,二層,土地:1建物:1車位:,1150522,,1788,,否,55.02
1004,"{'date': '2026-08-19 16:01:33.532158', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,北投區,有,46.88,,9.68,,北科路62號十二樓,,,,7.51,坡道平面1,見其他登記事項,300,,,,,預售屋、或土地及建物分件登記案件。,,,十二層,土地:1建物:1車位:1,1130318,,4750,,否,113.03
1006,"{'date': '2026-08-19 16:01:33.533486', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣2台、熱水器、洗衣機、冰箱、瓦斯或天然氣、傢俱,2,,有,2,住宅大樓(11層含以上有電梯),房屋,租賃,北投區,,19.67,,0,,溫泉路65巷16號八樓之6,有,,,0,,住家用,0,,115/07/16至116/07/15,社會住宅代管,整棟(戶)出租,,有,,八層,土地:建物:1車位:房間個數:,1150709,012,2,,否,1169.29
1011,"{'date': '2026-08-19 16:01:33.536337', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,佳元織川,有,2,住宅大樓(11層含以上有電梯),房地(土地+建物),預售屋,北投區,,26.61,,4.77,,臺北市北投區洲美里福美路,,15.52,鋼筋混凝土造,0,,住家用,0,9.65,,,,,,1.44,十層,土地:1建物:1車位:,1150706,014,3065,D棟10F號,否,115.18
