_id,_importdate,build_b,build_c,build_l,build_name,build_p,build_r,buitype,case_f,case_t,district,elevator,farea,fdate,landa,landa_z,location,manage,mb_area,mbuild,parea,parktype,pbuild,pprice,pu_area,rent_period,rent_service,rent_type,rmnote,rule,sb_area,sbuild,scnt,sdate,tbuild,tprice,trans_target,upnote,uprice
1088,"{'date': '2026-08-12 10:56:01.870692', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、電視機、冰箱、傢俱,0,,有,1,華廈(10層含以下有電梯),房屋,租賃,士林區,,7.43,,0,,格致路20巷1號三樓之8,有,,,0,,商業用,0,,115/07/10至117/05/09,社會住宅包租轉租,獨立套房,承租人：多人共同承租，共2人。管理費：1115元，租金不含管理費，由承租人負擔。,有,,三層,土地:建物:1車位:房間個數:,1150626,009,1,,否,1615.07
1096,"{'date': '2026-08-12 10:56:01.874876', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,公寓(5樓含以下無電梯),房地(土地+建物),買賣,士林區,無,5.31,,1.6,,美崙街62巷14號五樓,,,,0,,住家用,0,,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。建築物含有：頂樓加蓋。增建3房1廳1衛,,,五層,土地:3建物:1車位:,1150528,,196,,否,36.91
1100,"{'date': '2026-08-12 10:56:01.876980', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、電視機、冰箱、有線電視、網路、傢俱,0,,有,1,公寓(無電梯),房屋,租賃,士林區,,6.99,,0,,凱旋路11號四樓之10,無,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅包租轉租,獨立套房,,無,,四層,土地:建物:1車位:房間個數:,1150629,005,1,,否,1144.49
1111,"{'date': '2026-08-12 10:56:01.883277', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣3台、熱水器、冰箱、瓦斯或天然氣、傢俱,2,,有,2,公寓(無電梯),房屋,租賃,北投區,,16.73,,0,,大同街228巷2號二樓,無,,,0,,住家用,0,,115/08/06至116/08/05,社會住宅代管,整棟(戶)出租,,無,,二層,土地:建物:1車位:房間個數:,1150626,005,2,,否,1344.89
1130,"{'date': '2026-08-12 10:56:01.896401', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,力銘耘山,有,2,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,預售屋,北投區,,36.4,,4.73,,臺北市北投區承信路,,15.85,鋼筋混凝土造,10.29,坡道平面1,住家用,320,19.41,,,,,,1.14,八層,土地:2建物:1車位:1,1150702,018,3810,0棟A6-08F號,否,133.67
1131,"{'date': '2026-08-12 10:56:01.897113', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、電視機、冰箱、有線電視、網路、傢俱,0,,有,1,公寓(無電梯),房屋,租賃,士林區,,7.03,,0,,凱旋路11之5號,無,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅包租轉租,獨立套房,,無,,一層,土地:建物:1車位:房間個數:,1150626,005,1,,否,1137.98
1139,"{'date': '2026-08-12 10:56:01.901540', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,,,,無,,,土地,買賣,士林區,無,0,,15.21,,永新段三小段0502-0001地號,,,,0,,,0,,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。與政府有關之交易：協議價購。115年度臺北市政府以容積代金基金採購私有公共設施保留地,,,,土地:3建物:0車位:,1150708,,553,,-,36.36
1140,"{'date': '2026-08-12 10:56:01.902150', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,熱水器、瓦斯或天然氣,1,,有,3,公寓(無電梯),房屋,租賃,士林區,,22.22,,0,,社中街426巷16號四樓,無,,,0,,住家用,0,,115/07/31至116/07/30,社會住宅代管,整棟(戶)出租,其他：續租案件。,無,,四層,土地:建物:1車位:房間個數:,1150702,004,2,,否,675.07
1144,"{'date': '2026-08-12 10:56:01.905052', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,2,華廈(10層含以下有電梯),房地(土地+建物)+車位,買賣,北投區,有,38.78,,7.62,,清江路91巷11號二樓,,,,8.86,升降平面1,住家用,180,,,,,建築物含有：陽台外推。,,,二層,土地:1建物:1車位:1,1150603,,2368,,否,73.13
1145,"{'date': '2026-08-12 10:56:01.905671', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、電視機、冰箱、有線電視、網路、傢俱,0,,有,1,公寓(無電梯),房屋,租賃,士林區,,7.03,,0,,凱旋路11號二樓之5,無,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅包租轉租,獨立套房,,無,,二層,土地:建物:1車位:房間個數:,1150630,005,1,,否,1137.98
1147,"{'date': '2026-08-12 10:56:01.906812', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣1台、熱水器、洗衣機、電視機、傢俱,0,,有,2,透天厝,房屋,租賃,士林區,,10.32,,0,,中山北路七段162號,無,,,0,,住商用,0,,115/07/01至116/06/30,一般代管,分租套房,租金：含下列其他衍生費用：水費。其他：續租案件。,無,,三層,土地:建物:車位:房間個數:1,1150626,004,1,,-,0
1149,"{'date': '2026-08-12 10:56:01.907929', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,,,,無,,,土地,買賣,士林區,無,0,,34.92,,富安段一小段0196-0000地號,,,,0,,,0,,,,,土地上有：未登記建物、農作物。,,,,土地:1建物:0車位:,1141026,,908,,-,26
1152,"{'date': '2026-08-12 10:56:01.909580', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,,1,,有,2,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,士林區,有,37.87,,2.97,,重慶北路四段108號八樓之2,,,,12.19,坡道平面1,見其他登記事項,240,,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,,,八層,土地:1建物:1車位:1,1141209,,2250,,否,78.27
1153,"{'date': '2026-08-12 10:56:01.910159', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣3台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,1,,有,4,公寓(無電梯),房屋,租賃,士林區,,29.16,,0,,華齡街37號五樓,無,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅代管,整棟(戶)出租,承租人：多人共同承租，共2人。,無,,五層,土地:建物:1車位:房間個數:,1150630,005,3,,否,925.93
1164,"{'date': '2026-08-12 10:56:01.917167', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,0台、熱水器,2,,有,3,華廈(10層含以下有電梯),房屋,租賃,北投區,,24.1,,0,,溫泉路71號三樓之14,有,,,0,,商業用,0,,115/07/01至116/06/30,社會住宅代管,整棟(戶)出租,其他：續租案件。管理費：1450元，租金不含管理費，由承租人負擔。,有,,三層,土地:建物:1車位:房間個數:,1150701,007,2,,否,912.86
1177,"{'date': '2026-08-12 10:56:01.924592', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣4台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,2,,有,3,公寓(無電梯),房屋,租賃,北投區,,33.85,,0,,東華街二段192號五樓,無,,,0,,住家用,0,,115/07/15至118/07/14,社會住宅代管,整棟(戶)出租,,無,,五層,土地:建物:1車位:房間個數:,1150702,005,3,,否,915.81
1178,"{'date': '2026-08-12 10:56:01.925159', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,,1,,有,1,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,士林區,有,61.95,,7.47,,中山北路六段157巷11號九樓之5,,,,0,坡道平面2,見其他登記事項,600,,,,,,,,九層,土地:1建物:1車位:2,1150715,,4100,,是,66.18
1182,"{'date': '2026-08-12 10:56:01.927414', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣2台、熱水器、洗衣機、冰箱、瓦斯或天然氣、傢俱,1,,有,1,華廈(10層含以下有電梯),房屋,租賃,北投區,,17.48,,0,,明德路288號三樓,有,,,0,,住家用,0,,115/07/01至117/06/30,無,獨立套房,,有,,三層,土地:建物:1車位:房間個數:0,1150630,010,3,,否,1544.62
1189,"{'date': '2026-08-12 10:56:01.931358', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,冷氣1台、熱水器,,,無,,店面(店鋪),房屋+車位,租賃,北投區,,34.98,,0,,三合街一段82巷75號,有,,,14.49,坡道平面1,見其他登記事項,0,,115/08/01至120/07/31,,,"租金：含下列其他衍生費用：管理費。租賃標的：租賃期間有約定不同租金-頭二年，即115年8月1日至117年7月31日每月租金新臺幣35,000元整(承租方代出租方繳納10%租賃稅約3500元及2.11%健保補充保費約739元後，餘額30,761元匯款至出租方帳戶)
後三年，即117年8月1日至120年7月31日每月租金新臺幣43,000元整(承租方代出租方繳納10%租賃稅約4300元及2.11%健保補充保費約908元後，餘額37,792元匯至出租方帳戶)。。雙方協議115年6月29日至115年7月31日為承租方裝潢期，無須給付租金，但水電費自公證日起由承租方負擔。",有,,一層,土地:建物:1車位:1房間個數:,1150629,008,3,,是,879.39
1193,"{'date': '2026-08-12 10:56:01.933464', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣3台、熱水器、洗衣機、冰箱、瓦斯或天然氣,1,,有,3,公寓(無電梯),房屋,租賃,北投區,,28.47,,0,,中央北路四段120號四樓,無,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅代管,整棟(戶)出租,承租人：多人共同承租，共3人。,無,,四層,土地:建物:1車位:房間個數:,1150630,005,2,,否,698.98
1204,"{'date': '2026-08-12 10:56:01.939335', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,,2,,有,3,公寓(5樓含以下無電梯),房地(土地+建物),買賣,北投區,無,26.87,,9.47,,中和街502巷11弄7號四樓,,,,0,,住家用,0,,,,,建築物含有：陽台外推、頂樓加蓋、其他增建。,,,"四層,陽臺",土地:1建物:1車位:,1150524,,940,,否,34.98
1208,"{'date': '2026-08-12 10:56:01.941509', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣3台、熱水器、瓦斯或天然氣、傢俱,2,,有,2,公寓(無電梯),房屋,租賃,士林區,,19.3,,0,,延平北路五段136巷8弄14號三樓,無,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅包租轉租,整棟(戶)出租,,無,,三層,土地:建物:1車位:房間個數:,1150629,004,3,,否,1347.15
